Ranking,team_id,name,acronym,slug,region,elo
321,109696115986547257,Fox Gaming,FOX,fox-gaming,Arabian League,983.1975650602035
322,101383792887446028,MAMMOTH,MEC,mammoth,LCO,982.7030353822162
323,104367072827489994,Berjaya Dragons,BJD,berjaya-dragons,PCS,982.5201625774689
324,106827815539026710,RJ Academy,RJ,rj-academy,LJL Academy,982.3783554837968
325,105537621677160078,Team Queso,TQ,team-queso,SuperLiga,982.3433052813637
326,108203173414485265,HLE Academy,HLE,hle-academy,LCK Academy,982.1160693802403
327,103935642731826448,Sector One,S1,sector-one,Elite Series,981.8048733814147
328,107599485973747723,Grypciocraft Esports,GRP,grypciocraft-esports,Ultraliga,981.4253695831011
329,110534724851488577,Froggy Five,FROG,froggy-five,LCS Challengers Qualifiers,980.9624398496019
330,108203161924300737,DRX Academy,DRX,drx-academy,LCK Academy,980.7992474960885
331,107582184905264520,Waia Snikt,WS,waia-snikt,North Regional League,980.7466939378443
332,105593311172904657,Eclot Gaming,ECT,eclot-gaming,Hitpoint Masters,979.8683263545316
333,105519945593890595,KOVA Esports,KOVA,kova-esports,NLC,979.7755624694502
334,105532840001188717,S2V Esports,S2V,s2v-esports,SuperLiga,979.6794025168649
335,110534714934488523,CB Gaming,CBG,cb-gaming,LCS Challengers Qualifiers,978.7757430694677
336,107597866344501908,Auxesis Esports,AUX,auxesis-esports,Esports Balkan League,978.4746572841503
337,105520784254806142,ION SQUAD,ION,ion-squad,Elite Series,978.2701893336175
338,108203169709977541,BRO Academy,BRO,fredit-brion-academy,LCK Academy,978.0551275390438
339,107581287168722290,The Kings,TK,the-kings,LLA,976.9536124955356
340,104710682193583854,Topo Centras Iron Wolves,WOLF,topo-centras-iron-wolves,Ultraliga,974.8700700048771
341,107598712583969458,EBRO,EBG,ebro-gaming,South Regional League,974.5206601759146
342,110534696811298545,Apex Mission Impossible,AMI,apex-mission-impossible,LCS Challengers Qualifiers,973.7364402328317
343,105553729458550723,Nexus KTRL,NXK,nexus-ktrl,Esports Balkan League,973.7072882024011
344,108159890692353756,St. Clair College,SCC,st-clair-college,LCS Challengers Qualifiers,973.5617982626687
345,99566406070802758,Royal Youth,RYL,royal-bandits-e-sports,TCL,973.4929883248544
346,110733889090164854,Return of the Middlesticks,ROTM,return-of-the-middlesticks,LCS Challengers Qualifiers,972.3429395308428
347,103495716886587312,Beşiktaş,BJK,besiktas,TCL,972.260477991543
348,100205576307813373,Flamengo ,FLA,flamengo-esports,CBLOL,972.1878846246238
349,103963715924353674,Dragon Army,DA,dragon-army,LCL,972.0745580714912
350,110534732558665825,Komodo,KMD,komodo,LCS Challengers Qualifiers,970.8443217187852
351,107581750701049485,Janus Esports,JNS,janus-esports,North Regional League,970.059824161063
352,101428372830010965,Alpha Esports,ALF,alpha-esports,PCS,969.8386609131023
353,107693836459380354,SAMPI,SMP,sampi,Hitpoint Masters,969.6136547374889
354,101428372598668846,Burning Core,BC,burning-core,LJL,969.2833352385815
355,106827765448944398,DFM Academy,DFM,dfm-academy,LJL Academy,968.7224109778356
356,105543843212923183,Goskilla,GSK,goskilla,Ultraliga,968.4098402713406
357,102787200153467923,BCN Squad,BCN,bcn-squad,SuperLiga,968.1388373646024
358,106371176555003349,NK Osijek Esport,NKOS,nk-osijek-esport,Esports Balkan League,968.122588078359
359,105537408539332006,eMonkeyz SDH,EMZ,emonkeyz-sdh,SuperLiga,967.8356574578772
360,107582178455767077,Pirate Dream,PD,pirate-dream,North Regional League,967.0743358100151
361,105397399468432537,Miners,NMG,netshoes-miners,CBLOL,967.042680430044
362,110425157952111645,Fourth Wall,4W,fourth-wall,NLC,966.6287576890616
363,105503778424809514,EURONICS Gaming,ESG,euronics-gaming,Prime League,966.2328425372453
364,105594176887807460,EFIVE Esports,E5,efive-esports,Liga Portuguesa,965.102767151548
365,107423086908356081,Nyyrikki,NKI,nyyrikki,NLC,964.8268370555679
366,108203166973601408,Liiv SANDBOX Academy,LSB,liiv-sandbox-academy,LCK Academy,964.3917295932032
367,103877589042434434,GamerLegion,GL,gamerlegion,Prime League,963.8410918295795
368,107581212180071788,Peek Gaming,PK,peek-gaming,North Regional League,962.5395530778569
369,106857761435870473,Supernova,SN,supernova,LCS Challengers,962.1386832954473
370,109704625422425316,Benelux United,BLX,benelux-united,Elite Series,961.2980330987971
371,109783170393931575,Conviction,CNV,conviction,LCS Challengers Qualifiers,961.1425538145595
372,110425005562048945,Keypulse Esports,KYP,keypulse-esports,Liga Portuguesa,959.5548232782593
373,105593278887024877,Inaequalis,INAE,inaequalis,Hitpoint Masters,958.9537673042597
374,110424397251619481,Myth Esports,MYTH,myth-esports,Elite Series,957.1653192140225
375,105594101461473671,Karma Clan Esports,KRM,karma-clan-esports,Liga Portuguesa,956.3509926127555
376,105520822049210915,mCon esports,MCON,mcon-lg-ultragear,Elite Series,956.3011734250158
377,108448995754333242,webidoo Gaming,WBD,webidoo-gaming,PG Nationals,956.0302744674981
378,107067065368380132,Wild Panthers Esports,WPE,wild-panther-esports,Greek Legends League,955.866145265332
379,101978171843206569,Vega Squadron,VEG,vega-squadron,LCL,955.6937025322492
380,107258254469504696,Team Flash,TF,team-flash,VCS,955.6587427195929
381,105515266817621145,Team MCES,MCES,team-mces,La Ligue Française,955.3795815767038
382,110383487456480967,Vertex ESC,VTX,vertex-esc,LCO,954.7631412064806
383,109697683685398040,MAGAZA,MGZ,magaza,Esports Balkan League,953.860733081331
384,107597858964689090,SOVEJA,SVJ,soveja,Esports Balkan League,953.5930234819742
385,98767991916844003,Kaos Latin Gamers,KLG,kaos-latin-gamers,LLA,953.5257276053468
386,105521239281281237,CowBoySquad Imperials Esports,CBI,cowboysquad-imperials-esports,Greek Legends League,953.1897010734076
387,109539873500788632,EXEED,EXD,exeed,Ultraliga,949.7752662448291
388,107700211633200412,Meta Falcon Team,MFT,meta-falcon-team,PCS,949.4739637795296
389,109676337359108345,Eclipse Gaming,ECG,eclipse-gaming,South Regional League,948.6222560102295
390,109692074894483834,West Point Esports,WP,sem9-wpe,PCS,948.4737823230463
391,107110686951738484,Esports Empire,EE,esports-empire,PG Nationals,947.4695362897988
392,105532791598779236,UCAM,UCAM,ucam-esports-club,SuperLiga,947.36119228638
393,102787200130988976,ASUS ROG Elite,ASUS,asus-rog-elite,Esports Balkan League,947.188164448331
394,105553684493690219,Split Raiders,STR,split-raiders,Esports Balkan League,946.8921776055998
395,104710359142494900,Samsung Morning Stars,SMS,samsung-morning-stars,PG Nationals,946.2665596277691
396,104843437139220481,Undead BK,UBK,undead-bk,South Regional League,943.3229704413864
397,103935421249833954,MAD Lions Madrid,MADM,mad-lions-madrid,SuperLiga,942.3639981958179
398,109696047948627764,GNG Esports,GNG,gng-esports,Arabian League,942.3091631020119
399,109671413728531527,Pentagon Rejects,PTR,pentagon-rejects,Greek Legends League,941.7734008772455
400,107599040773840060,Meta Gaming,MG,meta-gaming,South Regional League,941.6080392581707
401,108361575122450254,Team Fish Taco,TACO,team-fish-taco,LCS Challengers,941.0453223641165
402,106806779752531762,Globant Emerald Team,GET,globant-emerald-team,LLA,940.0510325568936
403,105663527959374033,CTRL PLAY Team,CPT,ctrl-play-team,LCL,938.751579006919
404,107700208463820785,Hurricane Gaming,HG,hurricane-gaming,PCS,938.4673168994966
405,109695924147263860,Triple Esports,TE,triple-esports,Arabian League,937.924604233976
406,101428372607057464,AXIZ,AXZ,axiz,LJL,937.6355691613506
407,107655539755387391,Varona Esports,VAE,varona-esports,Liga Portuguesa,935.8023460403048
408,105520788833075738,KV Mechelen Esports,KVM,kv-mechelen-esports,Elite Series,934.5919628657883
409,105521412995449549,Team ESCA Gaming,ESCA,team-esca-gaming,Ultraliga,934.5422284230442
410,107423083507599175,Vanir,VNR,vanir,NLC,934.3371893915368
411,105503848339138647,PENTA 1860,PTA,penta-1860,Prime League,932.3844519165762
412,107456284318482723,Mirage-Elyandra,ME,mirage-elyandra,La Ligue Française,932.287376706543
413,109749493607708438,ENEMI3S,NM3,enemi3s,PG Nationals,932.0294840308816
414,105519846782566525,MnM Gaming,MNM,mnm-gaming,NLC,928.1550912131514
415,105503948999800557,E WIE EINFACH E-SPORTS,EWI,e-wie-einfach-e-sports,Prime League,927.3781617134513
416,105550042327365041,Gen.G Global Academy,GEN,gen-challengers,LCK Challengers,927.1071701291866
417,107648168744912288,DREN Esports,DREN,dren-esports,PG Nationals,925.9888013006337
418,105593213115128994,Dark Tigers,DTG,dark-tigers,Hitpoint Masters,924.7303976725376
419,99566406069969565,Info Yatırım Aurora,AUR,info-yatrm-aurora,TCL,923.5372843025294
420,105521504308341229,Team Refuse,RFS,team-refuse,Greek Legends League,922.370270735357
421,104202382255290736,RENSGA,RNS,rensga,CBLOL,920.9035701874237
422,107179722233063345,Cryptova,OVA,cryptova,Hitpoint Masters,919.7877921647889
423,109675490370327425,Ground Zero,GZ,ground-zero,LCO,917.4664743992635
424,107456355516438414,Eintracht Frankfurt,SGE,eintracht-frankfurt,Prime League,916.0944330501526
425,107565448721890834,Domino Esports,DMN,domino-esports,NLC,915.9855503396876
426,109697689430777005,Ankora Gaming,ANK,ankora-gaming,Esports Balkan League,915.4567589942791
427,105536773074826367,GGEsports,GGE,ggesports,PG Nationals,915.1506085392491
428,109539675734129088,Northern Lions Esports,NLE,northern-lions-esports,Elite Series,914.8869225569753
429,103877891572305836,Team Singularity,SNG,team-singularity,NLC,914.6124489535299
430,107468079354897663,Team Oplon,OPL,team-oplon,La Ligue Française,912.9546931544269
431,105515109012592449,IZIDREAM,IZI,izidream,La Ligue Française,911.5120874486264
432,101428372603715124,Crest Gaming Act,CGA,crest-gaming-act,LJL,911.124454883397
433,99566408221114231,KaBuM! Esports,KBM,kabum-esports,CBLOL,910.1593564247626
434,101383792559569368,All Knights,AK,all-knights,LLA,906.1015236931597
435,105550036134585264,BRO Challengers,BRO,bro-challengers,LCK Challengers,905.8660644534385
436,105503535895066182,Wave Esports,WAVE,wave-esports,Prime League,902.6351948249669
437,102787200138722262,Devils.One,DV1,devilsone,Ultraliga,900.851163715147
438,107598699275015260,Leviatán Esports,LEV,leviatan-esports,LLA,899.5859718714505
439,105521293297166647,Hell Zerolag Esports,HELL,zerolag-esports,Greek Legends League,897.7701014967239
440,99566406066182955,GALAKTICOS,GAL,galakticos,TCL,895.5799453936957
441,105550003470349739,Rensga Academy,RNS,rensga-academy,CBLOL Academy,895.3175528023605
442,107582641798795198,Spectacled Bears,SB,spectacled-bears,South Regional League,894.4008592340807
443,109696138543579708,3BL Esports,3BL,ebl-esports,Arabian League,892.8126701984262
444,105550051809743868,Liiv SANDBOX Youth,LSB,lsb-challengers,LCK Challengers,889.4663183620299
445,99566408222831088,Liberty,LBR,liberty,CBLOL,888.3493709056713
446,106827848618374543,BC Academy,BC,bc-academy,LJL Academy,885.7156976114542
447,107437032053655867,Kanga Esports,KNG,kanga-esports,LCO,885.2813332113518
448,108403526900459473,UniQ Esports,UNIQ,uniq,NLC,884.6802834261888
449,109697686032800938,XtremeDominators,XD,xtremedominators,Esports Balkan League,883.6404386196841
450,107635420167535818,SEM9,S9,sem9,PCS,875.8365478388894
451,109671201259007744,Team Liquid Honda First,TLF,team-liquid-honda-first,LCS Challengers,874.4774919607736
452,106827823550343961,AXZ Academy,AXZ,axz-academy,LJL Academy,869.4993481709786
453,108319257932089006,Osaka,OSK,osaka,North Regional League,864.4764125292666
454,107564135791716115,Guasones,GSNS,guasones,SuperLiga,863.53849059623
455,105550024238752685,KDF Challengers,KDF,kwangdong-freecs-challengers,LCK Challengers,857.8768645670322
456,107456352597333899,NNO Prime,NNO,noneedorga,Prime League,852.9588024521635
457,103495716836203404,5 Ronin,5R,5-ronin,TCL,847.8173675655961
458,101383792891050518,Gravitas,GRV,gravitas,LCO,847.5485046632423
459,105593161016793151,Inside Games,ING,inside-games,Hitpoint Masters,838.3198713238704
460,109671193729027761,FLY FAM,FLYF,fly-fam,LCS Challengers,828.7607412729544
461,105521419784127190,Komil&Friends,KNF,komilfriends,Ultraliga,814.2131328927617
462,108517492697602721,Dewish Team,DWT,dewish-team,PCS,812.2652870077565
463,109828279319224248,MGN Box Esports,MBE,mgn-box-esports,VCS,803.8634610075705
464,105594163014588871,Boavista F.C,BFC,boavista-fc,Liga Portuguesa,801.1124056078307
465,108361563004344389,The Last Dance,LAST,the-last-dance,LCS Challengers,794.4065445602797
466,101428372602011186,V3 Esports,V3,v3-esports,LJL,713.9453175683041
